시도교육청코드,시도교육청명,행정구역명,학원교습소명,학원지정번호,학원명,개설일자,등록일자,등록상태명,휴원시작일자,휴원종료일자,정원합계,일시수용능력인원합계,분야명,교습계열명,교습과정목록명,교습과정명,인당수강료,수강료공개여부,기숙사학원여부,도로명주소,도로명상세주소,도로명우편번호,전화번호,수정일자
E10,인천광역시교육청,남동구,학원,3000017254,지니어스학원,20220517,20220517,개원,        ,99991231,40,78,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 남동대로702번길 25,", 2층 (구월동)",21577,null,20251214
E10,인천광역시교육청,남동구,학원,3000014728,지니지나영어학원,20180416,20180416,개원,        ,99991231,160,60,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 선수촌로46번길 4,", 401호 (구월동, 구월드림프라자(근생6-1-2))",21585,032-469-5050,20260301
E10,인천광역시교육청,남동구,학원,3000022231,지담수학학원,20230911,20230911,개원,        ,        ,0,59,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 구월남로 182,301호 일부(구월동),21565,,20240526
E10,인천광역시교육청,남동구,학원,6653,지캠프클래스구월학원,20051014,20051014,개원,        ,99991231,90,120,입시.검정 및 보습,보통교과,,보습, ,Y,N,인천광역시 남동구 용천로 87,", 401~402호 (구월동, 흥인빌딩)",21548,032-466-0912,20241222
E10,인천광역시교육청,남동구,학원,1000006357,진솔보습학원,19981113,19981113,개원,        ,99991231,120,120,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,인천광역시 남동구 경인로644번길 53,", 2층 (간석동)",21510,032-439-9829,20251026
E10,인천광역시교육청,남동구,학원,3000020180,진진영어2관학원,20230713,20230713,개원,        ,        ,0,88,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 구월로 223,306호(구월동),21547,,20260201
E10,인천광역시교육청,남동구,학원,3000023882,진진영어3관학원,20250508,20250508,개원,        ,        ,0,64,입시.검정 및 보습,보통교과,보습,보습, ,Y, ,인천광역시 남동구 구월로 243,",202호(구월동, 현대프라자)",21547,,20260201
E10,인천광역시교육청,남동구,학원,3000016982,진진영어학원,20220126,20220126,개원,        ,99991231,0,0,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 구월로 223,", 204호 (구월동, 위너스프라자)",21547,null,20260201
E10,인천광역시교육청,남동구,학원,3000016054,진짜국어의시작학원,20200622,20200622,개원,        ,99991231,20,63,입시.검정 및 보습,보통교과,,보습, ,Y,N,인천광역시 남동구 에코중앙로156번길 5-21,", 3층 (논현동, 주건축물제1동)",21684,,20231018
E10,인천광역시교육청,남동구,학원,3000014780,진풍미술학원,20180420,20180420,개원,        ,99991231,60,43,예능(대),예능(중),,미술, ,Y,N,인천광역시 남동구 함박뫼로 441,", 402호 일부 (논현동)",21637,,20231018
E10,인천광역시교육청,남동구,학원,4441,진풍음악학원,19990402,19990402,개원,        ,99991231,100,29,예능(대),예능(중),,음악, ,Y,N,인천광역시 남동구 함박뫼로 441,", 402호 일부, 403호 (논현동)",21637,032-446-2223,20231018
E10,인천광역시교육청,남동구,학원,3000024040,쯔꾸바일본어학원,20250725,20250725,개원,        ,        ,0,60,입시.검정 및 보습,보통교과,보습,보습, ,Y, ,인천광역시 남동구 논고개로 77,603호 일부(논현동),21679,,20250803
E10,인천광역시교육청,남동구,학원,3000023729,차와수패션디자인학원,20250227,20250227,개원,        ,        ,0,58,직업기술,산업응용기술,디자인,디자인, ,Y, ,인천광역시 남동구 석산로 58,3층(간석동),21552,,20251109
E10,인천광역시교육청,남동구,학원,3000015825,참아름음악학원,20191227,20191227,개원,        ,99991231,100,36,예능(대),예능(중),"음악,",음악, ,Y,N,인천광역시 남동구 용천로 106,", 2층 (구월동)",21547,,20231018
E10,인천광역시교육청,남동구,학원,1000006713,참진학원,19990607,19990607,개원,        ,99991231,120,108,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 문화서로23번길 4,", 3층 (구월동)",21566,032-429-7979,20260412
E10,인천광역시교육청,남동구,학원,8875,창작의비밀학원,20080715,20080715,개원,        ,99991231,87,87,기타(대),기타(중),"기타(소),",기타(소), ,Y,N,인천광역시 남동구 논고개로 114,", 에이스타워 7층 (논현동)",21666,032-437-7711,20251026
E10,인천광역시교육청,남동구,학원,3000023222,책나무구월힐스점학원,20240530,20240530,개원,        ,        ,0,0,입시.검정 및 보습,보통교과,,보습·논술, ,Y, ,인천광역시 남동구 구월남로 182,", 401호 일부(구월동, 명일프라자)",21565,,20250420
E10,인천광역시교육청,남동구,학원,3000017991,책나무독서논술학원,20230329,20230329,개원,        ,99991231,630,63,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 에코중앙로156번길 5-32,", 2층 (논현동)",21684,null,20260201
E10,인천광역시교육청,남동구,학원,3000022155,책나무서창독서논술학원,20230802,20230802,개원,        ,        ,0,84,입시.검정 및 보습,보통교과,보습·논술,보습·논술, ,Y,N,인천광역시 남동구 서창남순환로 223,A-514호(서창동),21614,,20240526
E10,인천광역시교육청,남동구,학원,3000026386,책나무인천구월아시아드독서논술학원,20260209,20260209,개원,        ,        ,0,79,입시.검정 및 보습,,,, ,Y,N,인천광역시 남동구 인하로 616,201호(구월동),21586,,20260419
E10,인천광역시교육청,남동구,학원,3000023199,책나무인천구월정각점학원,20240521,20240521,개원,        ,        ,0,114,입시.검정 및 보습,,,, ,Y, ,인천광역시 남동구 구월로 221,", 501호, 502호(구월동)",21547,,20260308
E10,인천광역시교육청,남동구,학원,3000023337,책나무주안국어논술학원,20240801,20240801,개원,        ,        ,0,75,입시.검정 및 보습,,,, ,Y, ,인천광역시 남동구 구월남로48번길 23,", 3층(구월동, 은준프라자)",21560,,20240811
E10,인천광역시교육청,남동구,학원,3000022254,책읽기와글쓰기리딩엠인천서창학원,20230925,20230925,개원,        ,        ,0,131,입시.검정 및 보습,보통교과,"보습,보습·논술",보습·논술, ,Y,N,인천광역시 남동구 서창남로 77,602호(서창동),21614,,20250629
E10,인천광역시교육청,남동구,학원,3000011537,책통클럽논현에코학원,20130520,20130520,개원,        ,99991231,0,70,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 소래역남로 22,", 706호 (논현동)",21674,032-421-3308,20250713
E10,인천광역시교육청,남동구,학원,3000020168,책통클럽문해력수학학원,20230703,20230716,개원,        ,        ,0,61,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 에코중앙로156번길 5-26,3층(논현동),21684,,20250601
E10,인천광역시교육청,남동구,학원,3000022316,책통클럽서창학원,20231025,20231025,개원,        ,        ,0,65,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 서창남순환로215번길 17,302호(서창동),21614,,20241222
E10,인천광역시교육청,남동구,학원,8282,청담에이프릴어학원,20071206,20071206,개원,        ,99991231,217,217,국제화,외국어,"실용외국어(유아/초·중·고),",실용외국어(유아/초·중·고), ,Y,N,인천광역시 남동구 구월남로 174,", 그랜드프라자 605호 일부, 606~607호 전부 (구월동)",21565,032-473-9407,20251026
E10,인천광역시교육청,남동구,학원,3000010340,청파음악학원,20110816,20110816,개원,        ,99991231,18,21,예능(대),예능(중),음악,음악, ,Y,N,인천광역시 남동구 남동대로712번길 30,", 1층 일부 (구월동, 한일주택)",21577,032-466-1903,20240303
E10,인천광역시교육청,남동구,학원,7937,체케티발레무용학원,20070607,20070607,개원,        ,99991231,80,66,예능(대),예능(중),"무용,미술",무용, ,Y,N,인천광역시 남동구 서창남로 69,", 505호, 506호 (서창동, 스타프라자)",21614,,20260308
E10,인천광역시교육청,남동구,학원,3000015268,초중고솔루션종합전문학원,20190222,20190222,개원,        ,99991231,220,111,종합(대),,"보습,미술,",, ,Y,N,인천광역시 남동구 장승남로 48,", 403~404호 (만수동, 제우빌딩)",21596,032-465-0601,20231018
E10,인천광역시교육청,남동구,학원,9083,초희음악학원,20081029,20081029,개원,        ,99991231,45,31,예능(대),예능(중),음악,음악, ,Y,N,인천광역시 남동구 구월로 326,", 3층 (만수동)",21535,032-461-8692,20260201
E10,인천광역시교육청,남동구,학원,3000023477,최강국어학원,20241023,20241023,개원,        ,        ,0,70,입시.검정 및 보습,보통교과,보습,보습, ,Y, ,인천광역시 남동구 장아산로 184,"401호(서창동, 근린생활시설1동)",21607,010-6444-6205,20251116
E10,인천광역시교육청,남동구,학원,3000016689,최강수학삼성영어셀레나학원,20210906,20210906,개원,        ,99991231,348,58,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 장도로 4,", 3층 일부  (논현동)",21669,,20260201
E10,인천광역시교육청,남동구,학원,3000014911,최강수학직영학원,20180709,20180709,개원,        ,99991231,380,64,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 서창방산로 55,", 604호 (서창동, 서창비젼프라자)",21617,,20251207
E10,인천광역시교육청,남동구,학원,3000016235,최강수학학원,20201106,20201106,개원,        ,99991231,280,64,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,인천광역시 남동구 구월남로 198,", 403호 (구월동, 트인플라자)",21564,,20231018
E10,인천광역시교육청,남동구,학원,3000013166,최강스카이(SKY)학원,20160215,20160215,개원,        ,99991231,450,90,종합(대),보통교과,"보습,입시·논술",보습, ,Y,N,인천광역시 남동구 경인로 520,", 303호 (간석동)",21552,032-424-9919,20260405
E10,인천광역시교육청,남동구,학원,9901,최고수학학원,20091012,20091012,개원,        ,99991231,154,88,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 석산로 159,", 603호, 604호 (간석동)",21545,032-421-0166,20260531
E10,인천광역시교육청,남동구,학원,6654,최상엘리트영수학원,20051017,20051017,개원,        ,99991231,224,0,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 호구포로 914,", 3층 (간석동)",21518,032-468-1205,20251109
E10,인천광역시교육청,남동구,학원,3000023263,최상위학원,20240618,20240618,개원,        ,        ,0,109,입시.검정 및 보습,보통교과,,보습, ,Y,N,인천광역시 남동구 만수로 45,", 301호(만수동)",21524,,20250420
E10,인천광역시교육청,남동구,학원,3000016127,최쌤IS초등전과목학원,20200828,20200828,개원,        ,99991231,200,64,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 서창남로 81,", 504호 (서창동, 투엠프라자)",21614,,20250622
E10,인천광역시교육청,남동구,학원,3000023703,츄잉클래스원격학원,20250218,20250218,개원,        ,        ,0,0,종합(대),,,, ,Y, ,인천광역시 남동구 청능대로 581,503-562호(논현동),21653,,20250223
E10,인천광역시교육청,남동구,학원,3000017523,카운트베이시실용음악학원,20220929,20220929,개원,        ,99991231,120,36,예능(대),예능(중),"음악,",음악, ,Y,N,인천광역시 남동구 용천로 80,", 202호 (구월동)",21547,,20231018
E10,인천광역시교육청,남동구,학원,3000018094,카이스트&리틀씨드영수학원,20230522,20230522,개원,        ,99991231,112,68,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 석산로 198,3층 전부(구월동),21548,,20260531
E10,인천광역시교육청,남동구,학원,3000017829,카일쌤영어학원,20230201,20230201,개원,        ,99991231,300,85,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 논고개로 77,", 901호,902호 (논현동, 에코타워)",21679,,20260315
E10,인천광역시교육청,남동구,학원,3000017071,카툰레시피웹툰만화학원,20220308,20220308,개원,        ,99991231,510,85,기타(대),기타(중),,기타(중), ,Y,N,인천광역시 남동구 논고개로 85,", 401호, 402호  (논현동, 골든프라자2)",21679,null,20250615
E10,인천광역시교육청,남동구,학원,3000015708,캐피타운영어학원,20191121,20191121,개원,        ,99991231,220,67,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 서창남로 81,", 602호 (서창동, 투엠프라자)",21614,null,20260201
E10,인천광역시교육청,남동구,학원,3000014465,캡스톤영수학원,20171207,20171207,개원,        ,99991231,80,59,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 소래역남로16번길 75,", 204-3A호 (논현동, 에코메트로3차 더타워상가)",21674,032-439-9766,20231105
E10,인천광역시교육청,남동구,학원,3000024057,커널수학전문학원,20250801,20250801,개원,        ,        ,0,72,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 용천로87번길 23,"301~302호(구월동,힐캐슬프라자)",21548,,20250824
E10,인천광역시교육청,남동구,학원,3000023883,커널수학학원,20250508,20250508,개원,        ,        ,0,85,입시.검정 및 보습,,,, ,Y, ,인천광역시 남동구 구월로 243,", 203호(구월동, 현대프라자)",21547,,20260201
E10,인천광역시교육청,남동구,학원,3000020195,케이(K)커피바리스타학원,20150330,20150330,개원,        ,99991231,1107,45,직업기술,산업응용기술,"식음료품(바리스타,소믈리에),","식음료품(바리스타,소믈리에)", ,Y,N,인천광역시 남동구 인주대로623번길 26,", 202호(구월동)",21556,032-431-0060,20260614
E10,인천광역시교육청,남동구,학원,3000016486,코드클래스학원,20210427,20210427,개원,        ,99991231,120,58,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 서창남순환로 8,", 3층 302호 일부 (서창동, 주건축물제1동)",21610,null,20250413
E10,인천광역시교육청,남동구,학원,3000016755,코웰캐나다영어수학아소비큐미르논현에코센터학원,20211026,20211026,개원,        ,99991231,20,71,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 소래역남로 20,", 503호 일부, 504호 (논현동)",21674,,20251109
E10,인천광역시교육청,남동구,학원,3000022523,코칭수학영어학원,20240206,20240206,개원,        ,        ,89,89,입시.검정 및 보습,보통교과,보습,보습, ,Y, ,인천광역시 남동구 구월로 212,", 304호-305호(구월동, 힐캐슬프라자)",21561,,20251019
E10,인천광역시교육청,남동구,학원,3000015820,코칭수학학원,20200113,20200113,개원,        ,99991231,378,60,입시.검정 및 보습,보통교과,,보습, ,Y,N,인천광역시 남동구 서판로 34,", 2층 (만수동)",21519,032-213-6557,20250803
E10,인천광역시교육청,남동구,학원,3000023642,퀸즈EVT영어학원,20250113,20250113,개원,        ,        ,0,80,입시.검정 및 보습,보통교과,보습,보습, ,Y, ,인천광역시 남동구 구월로 212,"313호(구월동, 힐캐슬프라자)",21561,,20250420
E10,인천광역시교육청,남동구,학원,3000013923,큐티음악학원,20170227,20170227,개원,        ,99991231,110,31,예능(대),예능(중),음악,음악, ,Y,N,인천광역시 남동구 용천로 91,", 3층 일부 (구월동)",21548,032-465-0099,20231217
E10,인천광역시교육청,남동구,학원,3000023640,크리스틴영어학원,20250109,20250109,개원,        ,        ,0,65,입시.검정 및 보습,보통교과,보습,보습, ,Y, ,인천광역시 남동구 백범로 350,3층 4호(간석동),21510,,20260405
E10,인천광역시교육청,남동구,학원,3000011739,클라비스수학과학학원,20131029,20131029,개원,        ,99991231,322,141,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,인천광역시 남동구 구월남로 190,", 403,404,405호 (퍼스트 프라자) (구월동)",21565,032-465-1388,20231018
E10,인천광역시교육청,남동구,학원,3000011595,클라비스아카데미논현학원,20130718,20130718,개원,        ,99991231,360,235,종합(대),,"보습,입시·논술,",, ,Y,N,인천광역시 남동구 청능대로595번길 9,", 5층 대광타워 (논현동)",21666,032-423-1389,20231018
E10,인천광역시교육청,남동구,학원,3000024171,클랑음악학원,20250918,20250918,개원,        ,        ,0,27,예능(대),예능(중),음악,음악, ,Y, ,인천광역시 남동구 포구로 77,", 2층 204호(논현동, 도원프라자)",21669,,20250928
E10,인천광역시교육청,남동구,학원,3000026294,키다리승무원학원,20251230,20251230,개원,        ,        ,0,47,기타(대),기타(중),항공승무원,항공승무원, ,Y,N,인천광역시 남동구 인주대로 582,301호(구월동),21570,,20260201
E10,인천광역시교육청,남동구,학원,3000010969,키즈닥터학원,20120622,20120622,개원,        ,99991231,65,65,기타(대),기타(중),"기타(소),",기타(소), ,Y,N,인천광역시 남동구 구월로 212,", 312호 (구월동, 힐캐슬프라자)",21561,032-464-5975,20251026
E10,인천광역시교육청,남동구,학원,3000013958,키즈락음악학원,20170317,20170317,개원,        ,99991231,110,38,예능(대),예능(중),,음악, ,Y,N,인천광역시 남동구 선수촌로46번길 4,", 301호 (구월동)",21585,032-464-8253,20231018
E10,인천광역시교육청,남동구,학원,10148,킹스영어학원,20091218,20091218,개원,        ,99991231,772,97,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 석산로 159,", 6층일부 (간석동)",21545,null,20240616
E10,인천광역시교육청,남동구,학원,3000010837,탐구학원,20120523,20120523,개원,        ,99991231,0,62,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 방축로 494,2층(간석동),21502,032-423-3222,20251026
E10,인천광역시교육청,남동구,학원,3000012340,탑수학수학학원,20140902,20140902,개원,        ,99991231,90,93,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,인천광역시 남동구 논고개로 77,", 604호 (논현동)",21679,032-433-1678,20231018
E10,인천광역시교육청,남동구,학원,3000017994,탑코딩컴퓨터학원,20230331,20230331,개원,        ,99991231,0,32,기타(대),기타(중),컴퓨터(소),컴퓨터(소), ,Y,N,인천광역시 남동구 만수로 63,", 803호 (만수동, 만수 쎈타 플라자)",21524,,20250817
E10,인천광역시교육청,남동구,학원,3000015644,탑튜터영어수학학원,20191015,20191015,개원,        ,99991231,1302,93,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 만수서로 56,", 501-1호 (만수동)",21524,032-469-0203,20260201
E10,인천광역시교육청,남동구,학원,1000004949,태초음악학원,19930128,19930128,개원,        ,99991231,100,80,예능(대),예능(중),음악,음악, ,Y,N,인천광역시 남동구 인주대로662번길 32,", 팬더아파트상가 3층 (구월동)",21578,032-464-2550,20260201
E10,인천광역시교육청,남동구,학원,3000016399,토라영수학원,20210304,20210304,개원,        ,99991231,870,61,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 논고개로123번길 45,501호(논현동),21653,,20260531
E10,인천광역시교육청,남동구,학원,6985,토모수학학원,20060309,20060309,개원,        ,99991231,130,79,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 백범로 132,", 403호 (만수동, 만수프라자)",21525,032-461-3828,20240303
E10,인천광역시교육청,남동구,학원,3000014852,통하는샘수학학원,20180627,20180627,개원,        ,99991231,30,58,입시.검정 및 보습,보통교과,,보습, ,Y,N,인천광역시 남동구 호구포로899번길 9,", 2층 (간석동)",21512,,20231018
E10,인천광역시교육청,남동구,학원,3000023662,트루실용음악학원,20250121,20250121,개원,        ,        ,0,50,기예(대),,,, ,Y, ,인천광역시 남동구 서창남순환로 222,"701호(서창동,센타프라자 제1동)",21617,,20250202
E10,인천광역시교육청,남동구,학원,3000010968,트리즈학원,20120622,20120622,개원,        ,99991231,94,94,입시.검정 및 보습,보통교과,,보습, ,Y,N,인천광역시 남동구 경인로644번길 63,", 상가 201호 (간석동, 아이닉스아파트 102동)",21510,,20251026
E10,인천광역시교육청,남동구,학원,3000015876,트리플수학학원,20200204,20200204,개원,        ,99991231,50,59,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 구월남로 202,", 3층 (구월동)",21564,null,20250629
E10,인천광역시교육청,남동구,학원,3000010617,튼튼영어/에스지학원,20120106,20120106,개원,        ,99991231,110,76,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,인천광역시 남동구 앵고개로847번길 64,", 골든프라자 401호 (논현동)",21679,032-446-0535,20260419
E10,인천광역시교육청,남동구,학원,3000015772,팀(Team)하모니미용학원,20191206,20191206,개원,        ,99991231,1320,58,직업기술,산업응용기술,"이·미용,",이·미용, ,Y,N,인천광역시 남동구 예술로258번길 13,", 2층 (간석동)",21551,,20231018
E10,인천광역시교육청,남동구,학원,3000022246,파란국어학원,20230914,20230914,개원,        ,        ,0,65,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 만수서로 60,503호(만수동),21524,,20260215
E10,인천광역시교육청,남동구,학원,3000013648,파란학원,20161026,20161026,개원,        ,99991231,80,96,입시.검정 및 보습,보통교과,,보습, ,Y,N,인천광역시 남동구 만수서로 35,", 302호 (만수동)",21520,032-203-6877,20231018
E10,인천광역시교육청,남동구,학원,3000017745,파머스논곡어학원,20230105,20230105,개원,        ,99991231,15,123,국제화,외국어,실용외국어(유아/초·중·고),실용외국어(유아/초·중·고), ,Y,N,인천광역시 남동구 함박뫼로 441,"302호, 303호(논현동)",21637,,20250615
E10,인천광역시교육청,남동구,학원,3000022454,파머스어학원,20240111,20240111,개원,        ,        ,118,118,국제화,외국어,실용외국어(유아/초·중·고),실용외국어(유아/초·중·고), ,Y, ,인천광역시 남동구 서창남로 81,"(서창동, 투엠프라자)",21614,,20250608
E10,인천광역시교육청,남동구,학원,3000023190,파머스영어구월캠퍼스학원,20240517,20240517,개원,        ,        ,0,77,입시.검정 및 보습,보통교과,,보습, ,Y,N,인천광역시 남동구 용천로 82,", 301호(구월동, 다옴프라자)",21547,,20241222
E10,인천광역시교육청,남동구,학원,3000016933,파머스영어학원,20220110,20220110,개원,        ,99991231,60,69,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 소래역남로 22,", 304호 (논현동)",21674,null,20250202
E10,인천광역시교육청,남동구,학원,3000012879,파이데이아영어수학학원,20150902,20150901,개원,        ,99991231,120,149,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 서창남순환로 62,", 2층, 3층 전부 (서창동)",21610,,20260405
E10,인천광역시교육청,남동구,학원,3000013312,퍼스트수학학원,20160411,20160411,개원,        ,99991231,120,58,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,인천광역시 남동구 선수촌로46번길 4,", 402호 (구월동, 구월드림프라자)",21585,,20231018
E10,인천광역시교육청,남동구,학원,3000017300,퍼스트해법학원,20220613,20220613,개원,        ,99991231,0,76,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 서창남순환로215번길 17,"301호(서창동,마스타프라자)",21614,,20250914
E10,인천광역시교육청,남동구,학원,3000013167,퍼펙트잉글리쉬학원,20160216,20160216,개원,        ,99991231,50,70,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,인천광역시 남동구 인하로 616,", 304호 (구월동, 커뮤니티프라자)",21586,032-472-0579,20231018
E10,인천광역시교육청,남동구,학원,3000013823,펀치라인보컬전문학원,20170116,20170116,개원,        ,99991231,88,43,예능(대),예능(중),"음악,",음악, ,Y,N,인천광역시 남동구 장승남로 42,", 402,403호 (만수동)",21596,032-466-7007,20231018
E10,인천광역시교육청,남동구,학원,3000011469,펀핑뮤직아카데미학원,20130426,20130426,개원,        ,99991231,120,39,예능(대),예능(중),,음악, ,Y,N,인천광역시 남동구 만수로 95,", 2층2호 전부 (만수동)",21521,,20231018
E10,인천광역시교육청,남동구,학원,3000016782,페르마수학과학학원,20211108,20211108,개원,        ,99991231,290,176,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 구월남로 212,", 4층, 5층  (구월동, 동원프라자)",21564,null,20260329
E10,인천광역시교육청,남동구,학원,3000023712,펜타곤영어전문학원,20250219,20250219,개원,        ,        ,0,79,입시.검정 및 보습,보통교과,보습,보습, ,Y, ,인천광역시 남동구 서창남순환로215번길 17,"809호(서창동,마스타프라자)",21614,,20250907
E10,인천광역시교육청,남동구,학원,10897,포인트수학과학전문학원,20101201,20101201,개원,        ,99991231,900,90,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,인천광역시 남동구 청능대로 581,", 601호 (논현동)",21653,,20251026
E10,인천광역시교육청,남동구,학원,3000023177,포커스영어학원,20240510,20240510,개원,        ,        ,0,79,입시.검정 및 보습,보통교과,,보습, ,Y,N,인천광역시 남동구 구월로 223,"504,505호(구월동)",21547,,20260531
E10,인천광역시교육청,남동구,학원,3000013645,푸딩영어학원,20161014,20161014,개원,        ,99991231,540,102,입시.검정 및 보습,보통교과,"보습,",보습, ,Y,N,인천광역시 남동구 만수서로 60,", 201~202호 (만수동, 향촌 필러스프라자)",21524,032-464-8205,20231018
E10,인천광역시교육청,남동구,학원,3000024095,프럼투영어학원,20250818,20250818,개원,        ,        ,0,77,입시.검정 및 보습,,,, ,Y, ,인천광역시 남동구 석산로 143,301호(간석동),21550,,20250824
E10,인천광역시교육청,남동구,학원,3000020172,프리미어영어수학아카데미학원,20230710,20230716,개원,        ,        ,0,60,입시.검정 및 보습,보통교과,보습,보습, ,Y,N,인천광역시 남동구 석정로461번길 50,"202호(간석동,간석한신더휴)",21501,,20260301
E10,인천광역시교육청,남동구,학원,3000015083,프리스트댄스스튜디오학원,20181113,20181113,개원,        ,99991231,100,48,기타(대),기타(중),"기타(소),",기타(소), ,Y,N,인천광역시 남동구 논고개로123번길 35,", 620호 (논현동, 칼리오페)",21653,050-5700-0505,20231018
E10,인천광역시교육청,남동구,학원,3000024172,프리스틴잉글리쉬아카데미학원,20250918,20250918,개원,        ,        ,0,73,입시.검정 및 보습,보통교과,보습,보습, ,Y, ,인천광역시 남동구 논고개로123번길 45,"5층 502호 일부(논현동, 태성프라자)",21653,,20260412
E10,인천광역시교육청,남동구,학원,3000013284,플라이미술학원,20160401,20160401,개원,        ,99991231,0,108,예능(대),예능(중),미술,미술, ,Y,N,인천광역시 남동구 구월로 81,", 2층, 4층 (간석동)",21552,032-435-5544,20260301
E10,인천광역시교육청,남동구,학원,3000022439,플레이스(PLACE)영어전문학원,20240108,20240108,개원,        ,        ,0,78,입시.검정 및 보습,보통교과,보습,보습, ,Y, ,인천광역시 남동구 논현역로 8,"(논현동, 아이엠프라자)",21653,,20260201
E10,인천광역시교육청,남동구,학원,3000015479,피렌체가죽공예학원,20190603,20190603,개원,        ,99991231,0,72,기예(대),기예(중),"공예(종이접기,꽃꽂이,꽃기예)","공예(종이접기,꽃꽂이,꽃기예)", ,Y,N,인천광역시 남동구 인주대로 624,4층(구월동),21571,032-421-5894,20250302
E10,인천광역시교육청,남동구,학원,3000023380,피아노데이음악학원,20240903,20240903,개원,        ,        ,0,20,예능(대),,,, ,Y,N,인천광역시 남동구 구월남로48번길 23,", 4층(구월동, 은준프라자)",21560,,20240908
E10,인천광역시교육청,남동구,학원,8641,피아노포르테음악학원,20080425,20080425,개원,        ,99991231,10,44,예능(대),예능(중),음악,음악, ,Y,N,인천광역시 남동구 석산로 125,", 3층일부 (간석동, 새마을금고회관)",21550,032-204-1600,20260215
E10,인천광역시교육청,남동구,학원,3000013348,피아누리음악학원,20160509,20160509,개원,        ,99991231,25,26,예능(대),예능(중),음악,음악, ,Y,N,인천광역시 남동구 주안로 258,", 401호일부 (간석동, 신비프라자)",21505,,20251109
E10,인천광역시교육청,남동구,학원,3000013384,피플미술학원,20160516,20160516,개원,        ,99991231,750,130,예능(대),예능(중),미술,미술, ,Y,N,인천광역시 남동구 논고개로 86,", 502호 503호 (논현동)",21667,null,20250622
E10,인천광역시교육청,남동구,학원,8287,하늘영재학원,20071119,20071119,개원,        ,99991231,234,146,종합(대),,"기타(소),보습",, ,Y,N,인천광역시 남동구 앵고개로 928,", 401호, 402호, 403호 일부 (논현동, DA PLAZA)",21673,032-442-0447,20250511
E10,인천광역시교육청,남동구,학원,3000017957,하다에듀미라클학원,20230316,20230316,개원,        ,99991231,0,0,입시.검정 및 보습,보통교과,,보습, ,Y,N,인천광역시 남동구 서창남순환로 223,", A-508호 (서창동, 아페리온)",21614,,20251214
